ID;Geschlecht;Tonlage;Klang;Lautstärke;Sprache;Gesprächsorientierung;Anrede;alternative Keywords;Satzpause;Sprechgeschwindigkeit;Satzlänge;Ausdruck
254;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
255;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
256;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
257;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
258;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
259;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
260;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
261;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
262;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
263;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
264;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
265;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
266;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
267;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
268;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
269;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
270;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
271;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
272;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
273;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
274;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
275;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
276;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
277;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
278;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
279;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
280;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
281;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
282;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
283;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
284;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
285;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
286;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
287;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
288;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
289;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
290;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
291;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
292;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
293;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
294;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
295;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
296;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
297;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
298;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
299;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
300;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
301;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
302;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
303;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
304;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
305;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
306;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
307;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
308;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
309;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
310;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
311;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
312;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
313;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
314;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
315;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
316;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
317;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
318;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
319;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
320;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
321;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
322;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
323;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
324;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
325;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
326;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
327;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
328;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
329;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
330;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
331;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
332;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
333;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
334;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
335;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
336;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
337;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
338;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
339;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
340;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
341;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
342;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
343;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
344;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
345;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
346;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
347;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
348;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
349;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
350;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
351;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
352;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
353;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
354;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
355;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
356;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
357;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
358;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
359;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
360;männlich;tief;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
361;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
362;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
363;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
364;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
365;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
366;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
367;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
368;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
369;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
370;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
371;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
372;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
373;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
374;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
375;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
376;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
377;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
378;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
379;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
380;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
381;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
382;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
383;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
384;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
385;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
386;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
387;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
388;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
389;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
390;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
391;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
392;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
393;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
394;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
395;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
396;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
397;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
398;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
399;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
400;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
401;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
402;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
403;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
404;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
405;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
406;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
407;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
408;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
409;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
410;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
411;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
412;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;nein
413;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
414;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
415;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
416;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
417;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
418;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
419;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
420;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
421;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
422;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
423;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
424;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
425;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
426;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
427;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
428;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
429;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
430;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
431;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
432;männlich;tief;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;langsam;vereinfacht;ja
433;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
434;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
435;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
436;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
437;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
438;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
439;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
440;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
441;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
442;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
443;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
444;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
445;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
446;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
447;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
448;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
449;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
450;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
451;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
452;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
453;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
454;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
455;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
456;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
457;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
458;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
459;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
460;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
461;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
462;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
463;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
464;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
465;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
466;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
467;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
468;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
469;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
470;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
471;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
472;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
473;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
474;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
475;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
476;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
477;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
478;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
479;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
480;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
481;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
482;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
483;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
484;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
485;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
486;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
487;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
488;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
489;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
490;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
491;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
492;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
493;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
494;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
495;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
496;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
497;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
498;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
499;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
500;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
501;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
502;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
503;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
504;männlich;normal;natürlich;3;Deutsch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;ja
505;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
506;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
507;männlich;normal;natürlich;3;Englisch;Aufgaben orientiert;Du;;kurz;durchschnittlich;normal;nein
